Sat Jul 19 23:15:40 JST 2025
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/affy_probeset-ncbigene.tsv | grep -vP '^(\d{3,}(?:_[a-z])?_at)	(\d+)$' | head
  prefix:1007_s_at	  prefix:780
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-sgd.tsv | grep -vP '^(\d+)	(S\d{9})$' | head
  prefix:850287	  prefix:S000000580
  prefix:850288	  prefix:S000000579
  prefix:850289	  prefix:S000000575
  prefix:850290	  prefix:S000000574
  prefix:850291	  prefix:S000000573
  prefix:850292	  prefix:S000000572
  prefix:850293	  prefix:S000000571
  prefix:850295	  prefix:S000000569
  prefix:850296	  prefix:S000000568
  prefix:850297	  prefix:S000000566
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-tair.tsv | grep -vP '^(\d+)	(AT.G\d{5})(\.\d+)?$' | head
  prefix:814629	  prefix:AT2G01050
  prefix:814630	  prefix:AT2G01060
  prefix:814631	  prefix:AT2G01031
  prefix:814636	  prefix:AT2G01080
  prefix:814637	  prefix:AT2G01070
  prefix:814638	  prefix:AT2G01090
  prefix:814639	  prefix:AT2G01100
  prefix:814640	  prefix:AT2G01110
  prefix:814641	  prefix:AT2G01120
  prefix:814642	  prefix:AT2G01130
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-taxonomy.tsv | grep -vP '^(\d+)	(\d+)$' | head
  prefix:5692769	  prefix:7
  prefix:2827857	  prefix:9
  prefix:10823747	  prefix:11
  prefix:6951813	  prefix:14
  prefix:3758873	  prefix:19
  prefix:5129993	  prefix:24
  prefix:67441593	  prefix:24
  prefix:67441594	  prefix:24
  prefix:67441595	  prefix:24
  prefix:67441596	  prefix:24
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-vgnc.tsv | grep -vP '^(\d+)	((VGNC|vgnc):)?(\d{1,9})$' | head
  prefix:100388017	  prefix:81830
  prefix:100388379	  prefix:81828
  prefix:100393083	  prefix:81810
  prefix:100393102	  prefix:81831
  prefix:100393783	  prefix:81833
  prefix:100399021	  prefix:81824
  prefix:100399054	  prefix:81813
  prefix:100400572	  prefix:81827
  prefix:100405880	  prefix:81821
  prefix:100409032	  prefix:81819
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-wormbase_gene.tsv | grep -vP '^(\d+)	(WBGene\d{8})$' | head
  prefix:171590	  prefix:WBGene00022277
  prefix:171591	  prefix:WBGene00022276
  prefix:171592	  prefix:WBGene00022278
  prefix:171593	  prefix:WBGene00022279
  prefix:171594	  prefix:WBGene00021677
  prefix:171595	  prefix:WBGene00021678
  prefix:171597	  prefix:WBGene00021679
  prefix:171599	  prefix:WBGene00021676
  prefix:171601	  prefix:WBGene00004274
  prefix:171602	  prefix:WBGene00004418
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-xenbase_gene.tsv | grep -vP '^(\d+)	(XB\-[A-Z]+\-\d+)$' | head
  prefix:373547	  prefix:XB-GENE-1010722
  prefix:373548	  prefix:XB-GENE-865691
  prefix:373549	  prefix:XB-GENE-980017
  prefix:373550	  prefix:XB-GENE-5981788
  prefix:373551	  prefix:XB-GENE-865462
  prefix:373552	  prefix:XB-GENE-6078472
  prefix:373553	  prefix:XB-GENE-5727012
  prefix:373555	  prefix:XB-GENE-951383
  prefix:373556	  prefix:XB-GENE-6253071
  prefix:373557	  prefix:XB-GENE-942568
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncbigene-zfin_gene.tsv | grep -vP '^(\d+)	(ZDB\-[A-Z]+\-\d{6}\-\d+)$' | head
  prefix:30037	  prefix:ZDB-GENE-980526-104
  prefix:30038	  prefix:ZDB-GENE-980526-102
  prefix:30065	  prefix:ZDB-GENE-000210-17
  prefix:30066	  prefix:ZDB-GENE-000210-23
  prefix:30067	  prefix:ZDB-GENE-000210-28
  prefix:30068	  prefix:ZDB-GENE-000210-20
  prefix:30070	  prefix:ZDB-GENE-991124-5
  prefix:30071	  prefix:ZDB-GENE-991124-7
  prefix:30072	  prefix:ZDB-GENE-000210-21
  prefix:30076	  prefix:ZDB-GENE-000210-31
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ncit_disease-ncit_tissue.tsv | grep -vP '^NCIT?[:_](C\d+)	NCIT?[:_](C\d+)$' | head
  prefix:C102570	  prefix:C12318
  prefix:C102871	  prefix:C12438
  prefix:C155781	  prefix:C12438
  prefix:C166181	  prefix:C12438
  prefix:C9301	  prefix:C12438
  prefix:C7157	  prefix:C12438
  prefix:C62332	  prefix:C12438
  prefix:C5461	  prefix:C12438
  prefix:C5449	  prefix:C12438
  prefix:C4826	  prefix:C12438
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/oma_protein-ensembl_gene.tsv | grep -vP '^([A-Z]{3}[A-Z0-9]{2}[0-9]{5,6})	(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))$' | head
  prefix:AILME15668	  prefix:ENSAMEG00000000082
  prefix:AILME15089	  prefix:ENSAMEG00000000095
  prefix:AILME17651	  prefix:ENSAMEG00000000168
  prefix:AILME15111	  prefix:ENSAMEG00000000197
  prefix:AILME14852	  prefix:ENSAMEG00000000263
  prefix:AILME14853	  prefix:ENSAMEG00000000275
  prefix:AILME18076	  prefix:ENSAMEG00000000278
  prefix:AILME18083	  prefix:ENSAMEG00000000411
  prefix:AILME18087	  prefix:ENSAMEG00000000468
  prefix:AILME18089	  prefix:ENSAMEG00000000477
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/oma_protein-ensembl_transcript.tsv | grep -vP '^([A-Z]{3}[A-Z0-9]{2}[0-9]{5,6})	(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))$' | head
  prefix:AILME01888	  prefix:ENSAMET00000016164
  prefix:AILME02910	  prefix:ENSAMET00000020287
  prefix:AILME02918	  prefix:ENSAMET00000016503
  prefix:AILME02919	  prefix:ENSAMET00000016506
  prefix:AILME02923	  prefix:ENSAMET00000015479
  prefix:AILME02927	  prefix:ENSAMET00000010347
  prefix:AILME03246	  prefix:ENSAMET00000002107
  prefix:AILME03433	  prefix:ENSAMET00000012601
  prefix:AILME03596	  prefix:ENSAMET00000019959
  prefix:AILME04124	  prefix:ENSAMET00000001180
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/oma_protein-ncbigene.tsv | grep -vP '^([A-Z]{3}[A-Z0-9]{2}[0-9]{5,6})	(\d+)$' | head
  prefix:STAA401884	  prefix:55600953
  prefix:STAAG01744	  prefix:55600953
  prefix:STAAD01963	  prefix:55600952
  prefix:STAA201970	  prefix:55600953
  prefix:STAA901945	  prefix:55600953
  prefix:STAAK01961	  prefix:55600952
  prefix:STAAJ01899	  prefix:55600952
  prefix:STAAW01881	  prefix:55600953
  prefix:STAAW01940	  prefix:55600952
  prefix:STAAN01784	  prefix:55600953
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/oma_protein-uniprot.tsv | grep -vP '^([A-Z]{3}[A-Z0-9]{2}[0-9]{5,6})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:ARCFU00001	  prefix:O30234
  prefix:ARCFU00002	  prefix:O30233
  prefix:ARCFU00010	  prefix:A0A101DYQ4
  prefix:ARCFU00012	  prefix:A0A101DFD4
  prefix:ARCFU00013	  prefix:A0A101DFE5
  prefix:ARCFU00014	  prefix:A0A101DFH3
  prefix:ARCFU00015	  prefix:A0A101DZP4
  prefix:ARCFU00016	  prefix:A0A101DFF0
  prefix:ARCFU00020	  prefix:A0A101DZY7
  prefix:ARCFU00022	  prefix:O30213
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_gene-ensembl_gene.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))$' | head
  prefix:310043	  prefix:ENSG00000119977
  prefix:310103	  prefix:ENSG00000154342
  prefix:310112	  prefix:ENSG00000107984
  prefix:310221	  prefix:ENSG00000137834
  prefix:310402	  prefix:ENSG00000174792
  prefix:310406	  prefix:ENSG00000168214
  prefix:310425	  prefix:ENSG00000108518
  prefix:310433	  prefix:ENSG00000260458
  prefix:310451	  prefix:ENSG00000162004
  prefix:310474	  prefix:ENSG00000144647
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_gene-hgnc.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	(?:(?:HGNC|hgnc):)?(\d{1,5})$' | head
  prefix:310043	  prefix:24519
  prefix:310103	  prefix:15983
  prefix:310112	  prefix:2891
  prefix:310221	  prefix:6772
  prefix:310402	  prefix:26300
  prefix:310406	  prefix:5724
  prefix:310425	  prefix:8881
  prefix:310433	  prefix:39080
  prefix:310451	  prefix:14153
  prefix:310474	  prefix:25902
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_gene-omim_gene.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	(?:O?MIM:)?(\d{6})$' | head
  prefix:310043	  prefix:613847
  prefix:310103	  prefix:606359
  prefix:310112	  prefix:605189
  prefix:310221	  prefix:602931
  prefix:310402	  prefix:614829
  prefix:310406	  prefix:147183
  prefix:310425	  prefix:176610
  prefix:310433	  prefix:613236
  prefix:310451	  prefix:614666
  prefix:310474	  prefix:614828
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_gene-uniprot.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:310043	  prefix:Q6NUS6
  prefix:310103	  prefix:P56704
  prefix:310112	  prefix:O94907
  prefix:310221	  prefix:O43541
  prefix:310402	  prefix:Q17RF5
  prefix:310406	  prefix:Q06330
  prefix:310425	  prefix:P07737
  prefix:310433	  prefix:B7U540
  prefix:310451	  prefix:A2IDD5
  prefix:310474	  prefix:Q8NAT1
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_phenotype-meddra.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	(?:(?:MedDRA|meddra):)?(\d+)$' | head
  prefix:1209	  prefix:10049767
  prefix:137914	  prefix:10008587
  prefix:209916	  prefix:10073134
  prefix:26349	  prefix:10068370
  prefix:264688	  prefix:10078770
  prefix:3243	  prefix:10000748
  prefix:779	  prefix:10070953
  prefix:88	  prefix:10054580
  prefix:100067	  prefix:10047847
  prefix:289326	  prefix:10044696
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_phenotype-mesh.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	([CD]\d{6,9})$' | head
  prefix:1209	  prefix:D018785
  prefix:137914	  prefix:D002754
  prefix:141148	  prefix:C535862
  prefix:1415	  prefix:C535632
  prefix:209916	  prefix:C563195
  prefix:26349	  prefix:C567077
  prefix:264688	  prefix:C535461
  prefix:3243	  prefix:D016463
  prefix:440706	  prefix:C563212
  prefix:487825	  prefix:C566559
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_phenotype-omim_phenotype.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	(?:O?MIM:)?(\d{6})$' | head
  prefix:301	  prefix:137800
  prefix:363504	  prefix:273300
  prefix:646098	  prefix:158810
  prefix:646098	  prefix:254090
  prefix:98277	  prefix:601626
  prefix:86846	  prefix:601626
  prefix:86851	  prefix:601626
  prefix:91385	  prefix:300909
  prefix:94	  prefix:137800
  prefix:98553	  prefix:120200
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/orphanet_phenotype-orphanet_gene.tsv | grep -vP '^(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)	(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)$' | head
  prefix:231169	  prefix:139795
  prefix:100973	  prefix:159590
  prefix:98807	  prefix:160001
  prefix:100999	  prefix:180213
  prefix:101009	  prefix:180232
  prefix:171612	  prefix:180240
  prefix:171617	  prefix:180245
  prefix:101004	  prefix:180270
  prefix:100995	  prefix:180294
  prefix:101003	  prefix:180301
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pdb-go.tsv | grep -vP '^([0-9][A-Za-z0-9]{3})	GO[:_](\d{7})$' | head
  prefix:102M	  prefix:0005344
  prefix:102M	  prefix:0015671
  prefix:102M	  prefix:0019825
  prefix:102M	  prefix:0020037
  prefix:102M	  prefix:0046872
  prefix:166L	  prefix:0003796
  prefix:166L	  prefix:0003824
  prefix:166L	  prefix:0008152
  prefix:166L	  prefix:0009253
  prefix:166L	  prefix:0016787
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pdb-interpro.tsv | grep -vP '^([0-9][A-Za-z0-9]{3})	(IPR\d{6})$' | head
  prefix:102M	  prefix:IPR002335
  prefix:102M	  prefix:IPR000971
  prefix:102M	  prefix:IPR009050
  prefix:102M	  prefix:IPR012292
  prefix:166L	  prefix:IPR001165
  prefix:166L	  prefix:IPR023346
  prefix:166L	  prefix:IPR002196
  prefix:168L	  prefix:IPR002196
  prefix:168L	  prefix:IPR001165
  prefix:168L	  prefix:IPR023346
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pdb-pdb_ccd.tsv | grep -vP '^([0-9][A-Za-z0-9]{3})	(\w{1,3})$' | head
  prefix:100D	  prefix:SPM
  prefix:100D	  prefix:HOH
  prefix:300D	  prefix:MN
  prefix:400D	  prefix:HOH
  prefix:403D	  prefix:HT1
  prefix:403D	  prefix:MG
  prefix:403D	  prefix:HOH
  prefix:405D	  prefix:HOH
  prefix:406D	  prefix:HOH
  prefix:307D	  prefix:HOH
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pdb-pfam.tsv | grep -vP '^([0-9][A-Za-z0-9]{3})	(PF\d{5})$' | head
  prefix:102M	  prefix:PF00042
  prefix:166L	  prefix:PF00959
  prefix:168L	  prefix:PF00959
  prefix:169L	  prefix:PF00959
  prefix:16PK	  prefix:PF00162
  prefix:173L	  prefix:PF00959
  prefix:4A0E	  prefix:PF16697
  prefix:4A0L	  prefix:PF10557
  prefix:4A0L	  prefix:PF10433
  prefix:4A0L	  prefix:PF00400
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pdb-uniprot.tsv | grep -vP '^([0-9][A-Za-z0-9]{3})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:102M	  prefix:P02185
  prefix:166L	  prefix:P00720
  prefix:168L	  prefix:P00720
  prefix:169L	  prefix:P00720
  prefix:16PK	  prefix:P07378
  prefix:173L	  prefix:P00720
  prefix:4A0E	  prefix:Q1BZW5
  prefix:4A0L	  prefix:Q16531
  prefix:4A0L	  prefix:Q2YDS1
  prefix:4A0L	  prefix:Q13620
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pmc-pubmed.tsv | grep -vP '^(?:PMC)?(\d+)	(?:pmid:|PMID:)?(\d+)$' | head
  prefix:13900	  prefix:11250746
  prefix:13901	  prefix:11250747
  prefix:13902	  prefix:11250748
  prefix:13911	  prefix:11056684
  prefix:13912	  prefix:11400682
  prefix:13913	  prefix:11056681
  prefix:13914	  prefix:11056682
  prefix:13915	  prefix:11056683
  prefix:13916	  prefix:11056686
  prefix:13917	  prefix:11056687
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/prosite-prosite_prorule.tsv | grep -vP '^(PS\d{5})	(PRU\d{5})$' | head
  prefix:PS00001	  prefix:PRU00498
  prefix:PS00005	  prefix:PRU00672
  prefix:PS00006	  prefix:PRU00673
  prefix:PS00016	  prefix:PRU00293
  prefix:PS00017	  prefix:PRU00499
  prefix:PS00018	  prefix:PRU10142
  prefix:PS00061	  prefix:PRU10001
  prefix:PS00064	  prefix:PRU10002
  prefix:PS00068	  prefix:PRU10004
  prefix:PS00069	  prefix:PRU10005
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_compound-atc.tsv | grep -vP '^(?:CID)?(\d+)	([A-Z]\d{2}[A-Z]{2}\d{2})$' | head
  prefix:6883	  prefix:C01DA08
  prefix:6883	  prefix:C01DA14
  prefix:6883	  prefix:C05AE02
  prefix:444	  prefix:N06AX12
  prefix:131204	  prefix:A11HA30
  prefix:131204	  prefix:D03AX03
  prefix:131204	  prefix:S01XA12
  prefix:16229	  prefix:R03DA08
  prefix:53359	  prefix:A10XA01
  prefix:135413536	  prefix:A04AD12
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_compound-chebi.tsv | grep -vP '^(?:CID)?(\d+)	(?:CHEBI[:_])?(\d+)$' | head
  prefix:10153663	  prefix:60998
  prefix:9915743	  prefix:61397
  prefix:946	  prefix:16301
  prefix:100217	  prefix:5853
  prefix:10129	  prefix:35710
  prefix:101707	  prefix:35611
  prefix:9605257	  prefix:30059
  prefix:100393	  prefix:44079
  prefix:10137150	  prefix:61580
  prefix:10148744	  prefix:62295
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_compound-chembl_compound.tsv | grep -vP '^(?:CID)?(\d+)	(CHEMBL\d+)$' | head
  prefix:4184	  prefix:CHEMBL6437
  prefix:468339	  prefix:CHEMBL266748
  prefix:81829	  prefix:CHEMBL276725
  prefix:159594	  prefix:CHEMBL9194
  prefix:3086637	  prefix:CHEMBL9509
  prefix:44266338	  prefix:CHEMBL410542
  prefix:3132	  prefix:CHEMBL10247
  prefix:3007546	  prefix:CHEMBL276491
  prefix:14487197	  prefix:CHEMBL11737
  prefix:119	  prefix:CHEMBL96
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_compound-drugbank.tsv | grep -vP '^(?:CID)?(\d+)	(DB\d{5})$' | head
  prefix:72	  prefix:DB03946
  prefix:54675866	  prefix:DB03946
  prefix:72	  prefix:db03946
  prefix:54675866	  prefix:db03946
  prefix:2014	  prefix:DB04336
  prefix:2014	  prefix:db04336
  prefix:5359929	  prefix:DB01568
  prefix:445534	  prefix:DB04227
  prefix:439196	  prefix:DB04447
  prefix:4369479	  prefix:DB02410
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_compound-glytoucan.tsv | grep -vP '^(?:CID)?(\d+)	(G[0-9]{5}[A-Z]{2})$' | head
  prefix:68080512	  prefix:G36046UC
  prefix:54218807	  prefix:G65169WI
  prefix:59409930	  prefix:G67718XJ
  prefix:57174784	  prefix:G70589MU
  prefix:57495496	  prefix:G74799GR
  prefix:3722532	  prefix:G75488CF
  prefix:91858857	  prefix:G33921KO
  prefix:95369632	  prefix:G27828QR
  prefix:95369631	  prefix:G44626BP
  prefix:95369634	  prefix:G54938FX
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_compound-inchi_key.tsv | grep -vP '^(?:CID)?(\d+)	([A-Z]{14}\-[A-Z]{10}(\-[A-Z])?)$' | head
  prefix:1	  prefix:RDHQFKQIGNGIED-UHFFFAOYSA-N
  prefix:2	  prefix:RDHQFKQIGNGIED-UHFFFAOYSA-O
  prefix:3	  prefix:INCSWYKICIYAHB-UHFFFAOYSA-N
  prefix:4	  prefix:HXKKHQJGJAFBHI-UHFFFAOYSA-N
  prefix:5	  prefix:HIQNVODXENYOFK-UHFFFAOYSA-N
  prefix:6	  prefix:VYZAHLCBVHPDDF-UHFFFAOYSA-N
  prefix:7	  prefix:MUIPLRMGAXZWSQ-UHFFFAOYSA-N
  prefix:8	  prefix:PDGXJDXVGMHUIR-UHFFFAOYSA-N
  prefix:9	  prefix:INAPMGSXUVUWAF-UHFFFAOYSA-N
  prefix:11	  prefix:WSLDOOZREJYCGB-UHFFFAOYSA-N
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_pathway-ncbigene.tsv | grep -vP '^(?:PWID)?(\d+)	(\d+)$' | head
  prefix:1295530	  prefix:19017
  prefix:1295551	  prefix:2023
  prefix:1295551	  prefix:2821
  prefix:1295551	  prefix:226
  prefix:1295551	  prefix:2597
  prefix:1295551	  prefix:3098
  prefix:1295551	  prefix:3939
  prefix:1295551	  prefix:5213
  prefix:1295551	  prefix:5224
  prefix:1295551	  prefix:5230
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_pathway-pathbank.tsv | grep -vP '^(?:PWID)?(\d+)	(SMP\d+)$' | head
  prefix:1244288	  prefix:SMP0061999
  prefix:1244289	  prefix:SMP0062000
  prefix:1244290	  prefix:SMP0062001
  prefix:1244291	  prefix:SMP0062002
  prefix:1244293	  prefix:SMP0062004
  prefix:1244294	  prefix:SMP0062005
  prefix:1244295	  prefix:SMP0062006
  prefix:1244296	  prefix:SMP0062007
  prefix:1244297	  prefix:SMP0062008
  prefix:1244298	  prefix:SMP0062009
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_pathway-pubchem_compound.tsv | grep -vP '^(?:PWID)?(\d+)	(?:CID)?(\d+)$' | head
  prefix:1244288	  prefix:439153
  prefix:1244288	  prefix:5893
  prefix:1244288	  prefix:6176
  prefix:1244288	  prefix:1061
  prefix:1244288	  prefix:439162
  prefix:1244288	  prefix:6131
  prefix:1244288	  prefix:962
  prefix:1244288	  prefix:668
  prefix:1244288	  prefix:1038
  prefix:1244288	  prefix:86583433
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_pathway-reactome_pathway.tsv | grep -vP '^(?:PWID)?(\d+)	(R-[A-Z]{3}-\d+)(?:\.\d+)?$' | head
  prefix:12455	  prefix:R-HSA-9609507
  prefix:12459	  prefix:R-HSA-4839726
  prefix:12466	  prefix:R-HSA-74160
  prefix:12467	  prefix:R-HSA-73864
  prefix:12474	  prefix:R-HSA-73857
  prefix:12491	  prefix:R-HSA-5633007
  prefix:12567	  prefix:R-HSA-211000
  prefix:12573	  prefix:R-HSA-212165
  prefix:12576	  prefix:R-HSA-5250913
  prefix:12579	  prefix:R-HSA-5250941
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_pathway-uniprot.tsv | grep -vP '^(?:PWID)?(\d+)	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:1244296	  prefix:Q9HCL2
  prefix:1244291	  prefix:Q9HCL2
  prefix:1244301	  prefix:Q9HCL2
  prefix:1244289	  prefix:Q9HCL2
  prefix:1244298	  prefix:Q9HCL2
  prefix:1244294	  prefix:Q9HCL2
  prefix:1244288	  prefix:Q9HCL2
  prefix:1244295	  prefix:Q9HCL2
  prefix:1244300	  prefix:Q9HCL2
  prefix:1244290	  prefix:Q9HCL2
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/pubchem_pathway-wikipathways.tsv | grep -vP '^(?:PWID)?(\d+)	(WP\d{1,5})(?:\_r\d+)?$' | head
  prefix:1295528	  prefix:WP4627
  prefix:1295529	  prefix:WP4690
  prefix:1295530	  prefix:WP4763
  prefix:1295532	  prefix:WP4501
  prefix:1295534	  prefix:WP27
  prefix:1295545	  prefix:WP4583
  prefix:1295546	  prefix:WP4584
  prefix:1295548	  prefix:WP4586
  prefix:1295551	  prefix:WP4629
  prefix:1295553	  prefix:WP4656
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/reactome_pathway-chebi.tsv | grep -vP '^(R-[A-Z]{3}-\d+)(?:\.\d+)?	(?:CHEBI[:_])?(\d+)$' | head
  prefix:R-BTA-1430728	  prefix:10033
  prefix:R-BTA-196854	  prefix:10033
  prefix:R-BTA-6806664	  prefix:10033
  prefix:R-BTA-6806667	  prefix:10033
  prefix:R-CFA-1430728	  prefix:10033
  prefix:R-CFA-196854	  prefix:10033
  prefix:R-CFA-6806664	  prefix:10033
  prefix:R-CFA-6806667	  prefix:10033
  prefix:R-DME-1430728	  prefix:10033
  prefix:R-DME-196854	  prefix:10033
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/reactome_pathway-go.tsv | grep -vP '^(R-[A-Z]{3}-\d+)(?:\.\d+)?	GO[:_](\d{7})$' | head
  prefix:R-CFA-392170	  prefix:0030168
  prefix:R-CFA-418592	  prefix:0030168
  prefix:R-CFA-392023	  prefix:0030168
  prefix:R-CFA-426048	  prefix:0019369
  prefix:R-CFA-114608	  prefix:0002576
  prefix:R-CFA-76002	  prefix:0030168
  prefix:R-CFA-140834	  prefix:0007598
  prefix:R-CFA-140837	  prefix:0007597
  prefix:R-CFA-140875	  prefix:0007596
  prefix:R-CFA-140877	  prefix:0007596
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/reactome_pathway-iuphar_ligand.tsv | grep -vP '^(R-[A-Z]{3}-\d+)(?:\.\d+)?	(\d+)$' | head
  prefix:R-BTA-162582	  prefix:1
  prefix:R-BTA-372790	  prefix:1
